Text,Label
"@onlyme614 girl yes, as if having it where you CANT see it wont gross enough",sadness
"@KoSoVaR  got a limit sell @ .94 for even pretty much, cover commissions. Didn't like my entry on this one",sadness
Working!!! Still sick,sadness
Missed FMA...,sadness
I forget how much I miss my tribe til I have limited access to talking to them. Spotty internet in the country so I won't be here long.,sadness
@Jack_O_C I'm seriously screwed  I haven't studied at all!!!! :'(,sadness
"is nervous and wants things to be dealt with already, it sucks having important life stuff up in the air...",fear
Mel best hurry up back from asda i'm so hungry,sadness
Just got up a half hour ago.... Ugh not much sleep,sadness
Cleaning the old apartment today. Yay...,joy
its my last friday of my high school years!,surprise
Why can't I buy the Nokia N97?!? Amazon says &quot;cannot ship to this address.&quot;,sadness
last full day of vacation,sadness
Oh shit!  I forgot to eat! Grumble grumble.,surprise
@djpayce i wanna play  golf,sadness
"trying to wake up, but is finding it very hard",sadness
"@jasonbetts Poor you  Get outside and sleep in the garden, the sun will do you good. But don't forget suncream!!!",sadness
Is sick today,sadness
@luketurcotte Not having Hulu in Germany sucks,sadness
I can't think of a way to express in 140 chars how disspointed I am with the advertising on Lifehacker's Why I Didn't Buy A Mac article.,sadness
@jackfaulkner Don't have time - got work later,sadness
"Ugh, I feel like shit-- gonna call out of my classes today  hope it doesnt affect my grade",sadness
is soo bored its lovley day outside but nuttin to do,sadness
currently working on the SDP's Prototype.... so much to do...,sadness
"@FuschiaFoot sold, so i hit cash and just took the tax out of my tips. but then my drawer ended up being 5 dollars short  idk if its cause",surprise
"want to read twilight all day, not work at the stupid cher function",sadness
Today just fucking sucks for me!!,anger
@Fearnecotton who sings 'I Remember'? i alwaysss hear it on Radio 1 but never catch the artist,surprise
it is on environmental studies and driving me mental,fear
sun - where are you?,surprise
@inotherwords_c re:headaches my wife is in the same situation and has finally decided to go with meds because its just too much,sadness
ipod touch: worth the money? because i'm thinking of buying one. my ipod is dead since this morning,surprise
@mselliott09 hahaha thanks for clearing up the,joy
@keheliya Forget completely abt uploading the assignemtn.   Only remmebered cos of ur twit.,sadness
My wiki project is going to have to wait another month  But manager thinks I need loads of time to prepare + has halved my workload,sadness
@TheMandyMoore good morning sunshine. sleepytown is sleepy.,joy
"@Rockergirl75 And now she also rides giant squids...who knew! Ama hafta go now  i'll try and get on later, love to you xxx",surprise
"getting ready for the day, out then work till close",neutral
Work out. Now actual work,neutral
just found out i wont know my uni results for this year until 17th july at the earliest!!!! hate the wait,sadness
"@Smileyquanta oh, is it good? I've been wanting to watch that movie but nooobody would watch it w/me",surprise
"Wishes I was going to the pxy summer jam, but can never seem to win",sadness
@KristinHolder aww i'm sad  i didn't get to go to your going away party!  stupid work!,sadness
@KGWSunrise I missed you guys this morning. I'm in Tacoma w/ no KGW to start my day.,sadness
"@FuschiaFoot i didn't hit the right button or what. i wrote on the sheat tho, that i thought it was the cafe currency button. im sorry",sadness
@malena_music aah i stopped getting your updates on my home page!!  saddd..im guna re-follow you ..it worked with tswift,sadness
@thereallilza  wut itell u yesterday lol,surprise
is starving &amp; has a chem quiz due at noon,sadness
wanted to go to white sands today. forecast says there will be thunderstorms...,sadness
so happy its friday...not so happy about this rain,sadness
"@i_dulay i swear it took me 2 hours to get from bel air to alabang.  but yes, i LOVED reminiscing about our HK trip with you &amp; @cdeocampo",surprise
About to go to my last theater lunch  im gonna cry.,sadness
@iamepiclyamazin but...he's..mine  you told me a couple of weeks ago that you didn't find any other guys hot apart from the ones you...,surprise
Spent some time exploring Atlas and Hercules craters; re-finding things in UMa; Oph; Ser Caput; &amp; Saturn w/ a fogged eyepiece   Home by 2a,surprise
@elledeutsch ok ! can you text me so I have your number..i didnt have any saved to sim,surprise
"I am writing the most boring part of my paper. Hmm. The sun is shining and I do not feel like working on this, however I have to",sadness
PRAYING FOR : RYAN SMITH &amp;&amp; MIKE FERNANDEZ,sadness
"It's Friday and sun is shining and its quite warm already, Just walked the dog, He is so freaky  hyper",joy
@knightinqs O noes!       &lt;3  Nathan said he'd wear the tie to the rally.  If you missed that.,sadness
computer.. please stop being so loud so i can do my work,sadness
@mcraddictal okay,neutral
last night's paper writing session=still not done. I need to prioritize better.,sadness
needs to mug for Chinese A's but doesn't feel like it.,sadness
@HeathersNotBSC No.  I was thinking just before how much I miss my T-Dub.,sadness
I hate covering for other stores,anger
"@EricMM76 What's sad is that I actually had to google that term. That sucks, tho.",sadness
"@taylorswift13 soooooo wish i could, but im in school and myspace is completely blocked",sadness
@WerewolfJacob Thank you for the shout out..when you get time to chat with me come back! I miss you terribly,sadness
@jennyreyn Fail.    If you fancy a pit stop and a cuppa you know where I am!  lol,joy
is so sick of myself + my life  i'm never going to be as good i want + need to be. xoxoxo &lt;/3,sadness
wants to smoke a cig but doesn't have a lighter.,sadness
just starting my day...a long Friday,surprise
"Duuuude, Tim said that they're making a Red vs Blue animated series! It'll be either on Adult Swim or G4. I hope AS, coz I don't have G4!",neutral
@c0v89 i know!  This season has just zoomed by!,surprise
@thomasphantom don't have one yet  but hopefully I'll be ponying up for one soon because this 15&quot; is definitely hitting a wall,sadness
"Goooooodmoring , I don't want to be up I am YAT   happy birthday again @its_aygee !",sadness
not sure why I can't get tweetdeck to work on my computer. want to know what all of the hype is about,surprise
"Speaking,,,Speaking ...",neutral
wow.. tomorrow and then it's over. i'll never see some of those people again. it's kind of sad.,surprise
Ulcer the Musical! It's ulcer-rific! uls-tacular?! Stomach bleeding fun for the whole family!! (apparently even two drinks is a no no),joy
after show at our house rocked! saying goodbye soon,joy
"my to do list is bananas, before i leave for Europe BOOOO",neutral
HES BACK!!!!! OH NOES!!!! have you missed me?  Work has been insane and the band has really taken off so i haven't had a moment to myself,sadness
NO! Our TV's busted  The screen turned white for about a nanosecond while it made a quick &quot;popping&quot; sound.,surprise
I'm a fat and sad puffyn now,sadness
@MCRmuffin i couldn't be there for her last night cause i fell asleep like a retard.  agh.,sadness
enjoying and exploring my n96 phone.. grr.. it's awesome.. but i wanted the samsung omnia..,joy
Very lonely here in Gosforth gallery  but excited for meal at Six followed by Antony and the Johnsons tonight. Woohoo!!,sadness
"The internetz is busy this Friday morning: Google Wave, Hulu Desktop, Microsoft's Bing, Tweetie Update and Megan Fox as Wonder Woman",neutral
Sore throat. This is not good. I have four performances this weekend.,sadness
i never get any followfridays,sadness
@xkaraxcupcakex  I'm sorry. This is all so sad.,sadness
"Oh hell, I forgot the non-alcoholic cider for Monday's dinner. MPP is teetotaler. Now must drive to Waupoos. Have 7 cases of wine in car.",surprise
On my way to the burial,fear
"@Laura_McKay2009 sadly no, sitting inside as mobile signal won't work in the garden   I'll be opening the wine at bang on 5pm though!",sadness
suffering benadryl hangover this morning and a killer headache.... ugh!,sadness
"Garden going well, almost all the corn and peas are up, no onions or beets up yet though.",neutral
Good Morning Twitts! Another GloOmy day in NYC!,joy
@bdule the installer is crashing towards the end of the installation,sadness
Is off to meet my folks after a while...gonna b a working weekend too,joy
@jenisus aww  I have to go to class on that day... So imma do some weird half day thing just cause I wanna see what it's about,surprise
@gprado Awww I HATE that one!!,sadness
@pixls hahahahhahaha it was true! and i could really stretch out and stuff! shame rem's dog got mad when i tried to put him in avi's face,surprise
"@garrulous_gal of course! *cough* I mean, no, 1.5 hours extra testing and debugging time",surprise
@xjaded25x not helping!,sadness
dev.java.net : the slowest website,surprise
@iamepiclyamazin bahah. but....nick..,surprise
My back is killing me...  It won't keep me from dropping it low...hope I got someone to pick it back up tho... LOL,sadness
@Andre_Mitchell i've never been to the opera before...don't think that was me,surprise
Attending Matthew's Senior Day for recognition and I'm so not ready for this.,fear
@KinanLW I live in the Philippines. &gt;.&lt; and honestly i wanna live somewhere with snow!!,sadness
has a headache already?  boo,surprise
Stuck in office till 5. It's so warm outside,sadness
"@dwhelan I've wondered about rake to.  The client has made it clear .NET only, don't force devs to learn a new lang  #agile #ccnet",joy
My ancient iPod is nearing death,sadness
"sorry paul scheuring, but prison break series finale sucked... in so many levels",sadness
"Yay !!!! It's firday.... Have a good one everyone. On my way to work,    Lot's of work pending.",joy
Searching for Dr. Scholl's sandal inserts for men. It seems they only make them for women,neutral
"now, 3 teardrops.",neutral
"Come on bell, RING. I want to go outside.",sadness
@craigeryowens I work at a movie theatre in Toledo and I'd let you come see it for free. But it's not in 3D,neutral
is so bored...,sadness
I only have 2,neutral
I hope you come over today...its almost 8  Ill be leaving at 8:30 if you dont show up...I love you &amp; good morning.,sadness
@fuzzydave at YVR.... Fog delay is in SFO so we can't leave yet,sadness
@fosforo  shame on me!!!,surprise
"@ost8doc  Sorry...but, I bet they aren't that bad...",surprise
Oops spent too much already lol 50 quid gone,surprise
@mdurwin Yes - noticed that after the retweet..,surprise
had to take my baby to the vet again today,sadness
@changhee07 i have cigs but no lighter.,sadness
"i've been sick for the past few days  and thus, my hair looks wierd.  if i didnt have a hat on it would look... http://tinyurl.com/mnf4kw",sadness
gotta go! bye twitterland!  good night! i'll try sleep. so that i will recover easily! still sick!  bye!,joy
"Recession hit Veronique Branquinho, she has to quit her company, such a shame!",disgust
@Emz2009 so sad emma  u sad to be leaving the show? xx,sadness
ugh damn! my usual babysitters graduation is on Wednesday and I just got a meeting request from my boss during her graduation,surprise
Forgot to set the alarm for a 6am ride  Hope I can get in a few easy miles after work.  Tomorrow: racin' the Gap!,surprise
@apostropheme i'm a real BOY goddamit!!!!!!!!!!!!!! guh. apostro. i feel sad. the library lady thinks i'm stupid. SHE'S STUPID.  j,sadness
@lkenner i ask myself that all the time.,neutral
@memow what did you think of the finale?  I thought it was kind of a cheap way out,surprise
@DJstweet I know... It was just a joke... all in good fun...  some people get my humor &amp; some don't...,joy
@soyko I have spammed/trolled howardforums.com as well. I have to keep bumping my thread,sadness
Where's  poss   i miss him,sadness
I'm at my saddest right now. I lost my mobile phone earphones. Waz feels a little incomplete and I feel the same,sadness
"@mlbliss   Let us know what happens, poor little guy.",sadness
if i wasnt workin in 5 hours id be gettin ratarsed to the point where i couldnt even see let alone stand up...THAT is how shit i feel,sadness
@erikvanbrakel company policy. Has been for the last two places I've worked at,neutral
Last day of CGI 09,neutral
@iamchrisc I'm soo jealous right now!!,anger
"@hellocuppycake yeah, guess we gotta wait til sometime in June",neutral
@NateZim well we aren't normal then because 1. we can't drive in mexico (you have to be 18) and 2. there are no dairy queens here,sadness
Waiting waiting waiting very difficult for an impatient lass like me...,anger
Feeling down again. Today is way too stressful.,sadness
i have sore throat. that's suck.,sadness
school is so pointlesss. seriously though. 7 days of school left and all we do is watch movies and make powerpoints. let me leaveeee,sadness
will be attending CIC's parents' orientation tomorrow...need to wake up early,sadness
goin to my aunts for the weekend. wont have my laptop blahh,sadness
&quot;I'm giving up on you. I don't care how you mess up your life now.&quot;... :'(,sadness
@streetztalk physics  the most boring class ever!,sadness
"@katcal i'm relying on my mobile, which lacks reception. Trying to help, but just looking silly",sadness
Y CANT WE ALL JUST GET ALONG,neutral
@MYoungPSU  i must have just missed you. I was down there until 9:40 or so. Not sure if I'll make it down again,sadness
I'm making a logo on photoshop &amp; it didn't work out..  hehe.. try again lah..,sadness
@lewace11 that sucks man,sadness
"Grew fat today  GSS was so hxc I saw a full house Chanel, JC, Pedder Red and Ferragamo! How great is the economic downturn.",surprise
No want work,sadness
http://twitpic.com/66ltb - Finito~! Hunk Ah Hunk of Burning Love! I do believe my camera phone is stuffed. Stupid blurryness,surprise
dont go... im sorry for disappointing you,sadness
thoughts out to Vicki (MOM) who just hit a deer in her Stage 3 Roush,surprise
"@TrixieStilletto Oh, sweetie, I'm so sorry.  That's the last thing you needed right now. *hugs*",sadness
wants the tickets for the concert,neutral
No more mrs. reilly,sadness
Just woke up! Annnnd have just realised I missed un uber sunny day...score,surprise
Is stranded at home. home in Sg Long.,sadness
I want some Starbucks..,neutral
"Wah, my fav whattaburger location is closing on the 31st. Damn. Good thing I'm moving.  Damn  Mon/fri won't be the same",sadness
I saw the best 1980s back combed poofy bangs this morning on a 30yo... 8 in high. By the time I turned around she was gone... no picture,surprise
it's raining again,sadness
MIffed to discover that I only own De La Soul's &quot;Stakes Is High&quot; on cassette! And iTunes/Amazon don't sell a digital copy,surprise
"I should probally bring a box of kleenex to schoool today, I'm going to cry so much",sadness
is working. Boo,neutral
@NotARichGirl everyone else get all the good stuff!!,joy
"bf moves to the city tomorrow. Currently he lives down the st.  Sadness.  He will be far away  (not TOO far, but not down the street )",sadness
Gotta go now .. i'm going to Circus .. the real Circus not Britney's Tour  sadly ..,sadness
@LATINQUEEN83 They ended up staying late  But how was ur night?? LOL,surprise
Logging off Twitter app to preserve battery life.,neutral
"@cskly Kev, fuck off! I'm stuck in Westgate working",anger
@KatStopFeeling i widddd but i'll be on a bus to london    &amp; also,sadness
wating for the next metal gear,neutral
off to revise again now,neutral
I cut my thumb on a broken coffee pot.,anger
@tpgraham the AC tix are actually $20 but the show is sold out.  I'd have to get tix through stubhub and pay up to $70.,sadness
"Oh, ew. That's too bad - after not using this certain lip gloss for a long time I just tried to wear it - literally making my lips burn.",disgust
'm working on a logo on photoshop &amp; it didn't work out..  hehe.. try again lah..,sadness
@Cholle2001 lucky...you get to do capoeira,surprise
"@AnikoHeartsJon I am a little bit sick  (voice, nose and head). My brother has shared his microbes with me *sigh* See you later !",sadness
"Finally finished that topic. Quick revision break, then on to How far did Heath change the Conservative party?",neutral
need some Pizza...can't get out of office,sadness
@mycaricature My pleasure and sorry to hear about the pollen thing,sadness
My generation is too fucking apathetic to party down in the desert. 30+ knows how to have fun and my age group is generation myspace?,anger
don't want to go to work tonight,sadness
@claireyjonesy LMAO i want him to reply  booooo you @tommcfly REPLY TO ONE OF US lmfaoooo,neutral
Ahh ! I just woke up.  forgot to reset my alarm clock.,surprise
I never get invited to go anywhere,sadness
@Famousnae i know.  i would of gone to red river but i forgot bout it and was tired from work. we need a donut hole eating date soon!,sadness
@Tiffany_in_VA I'm not getting your updates to my phone  I'm trying to figure it out but it makes me sad!,sadness
yeha i broke their page... damit... im trying to fix it how... hope you dont bank with communityfirstandtrust,surprise
@katiekayx come back for another year  pllleeeaaasse,neutral
"just when i thought things couldn't get any worse. it just did. and it will get even worse tonight, i bet.  my life is a misery.",sadness
@lstcinthabldg im good! im on my laptop using and external internet plug. i need to send it away to be fixed,surprise
Is home from MARCO ISLAND and missing it and my girls already...back to work!,sadness
just got back home with my disappointing report card,sadness
Fighting with Nagios configuration.  Great tool but the config is a bit of a labour,sadness
"Sighs, well I accidentally clicked back space on my mouse",sadness
@My2Cynts kittens are cute then they grow up n become CATS,joy
"Told Verizon not to send anyone before 11. He showed up at 10. Gotta deal with this bullshit now, dunno how long I'll be offline.",anger
i only hav 8 followers                 !,sadness
oh...my foot's hurting now. About 5 minutes after I took it out though.,sadness
not feelin so hot,sadness
@jaspercullen I would think you'd want to follow me.,surprise
Oh no adult school again,surprise
"My anticipated meet up with Tapan Parikh is no more  apparently he wont pass by Nairobi, and will head straight from Mombasa",sadness
@JonathanRKnight Sorry to hear ur flight got cancelled  that blows!!!,sadness
heyyy where'd my tweet go?  *shouts to @fuseboxradio bc her lists are always amazing!,surprise
I'm currently feeling the wrath of too much alcohol consumption,anger
"@kasperapd I tried registering on the website. No go, I get an error with all 4 browsers. Firefox, chrome, ie, safari.",sadness
@QueenQH D= indeed,neutral
@davidtreynolds but but but. I want steak,neutral
Can't understand why I'm not getting any response,surprise
Raining...  I missed the rain so much...  I am grateful for it ;),sadness
"@BleedingSweat I saw this link, but I get an error on the CNN site when I open this page and cannot read the article.",sadness
I guess I am too freaky for followers.,neutral
i'm not feeling twitter at the moment,surprise
@dreski757 nah I don't finish til next yearrrr!!!   are u stayin in the bad news after graduation?,sadness
working today.  Can't find my key so I had to borrow Miranda's.,sadness
I'm back but not for long,neutral
Parents decided to drop in on their tour-de-US. The whole family is at my house. I am at work,joy
"had fun tonight ^^ make up, pillow fights and skins. wish i could have stayed over",joy
Going to work.  Could use some happy pills,joy
@eligong me too,neutral
@Rainbowcentre No  sadly its not  bit disappointed will try again later see if i change my mind,sadness
@shtoofi well just remember that tmrw is another day and hopefully won't be as craptastic. sorry girrrrl,sadness
@allyeatscat ya she prob does but i dont want to no about it,neutral
"@beardoctor I really should put up a pic, I guess.",neutral
Chem final right now. Awwh mrs. Oli! Imma miss you!,sadness
i cant hear anything outta my left ear,sadness
@Caius the gloss screen on my macbook would probably rule me out,sadness
At work  oh no it's the first day of monthly visitor ahhhhhh,surprise
Anotha day of work  not lookin forward i hate closin fri,sadness
Bandwith limit exceed on filaty,neutral
@Peter_Duerden JealousMUCH..I want to be outttt  Not stuck in revising. You better have green dragon in my honour lol,sadness
Dubai!!! Still trying to settle down,sadness
Omega is tomorrow. Haven't really planned anything for it. Make sure to come if you can. It'll be awesome. Then move-in June 1st.,neutral
I hate packing,anger
"ready for a very busy, FUN day tomorrow! gotta keep myself busy when my lover is gone",joy
@TeeJay882 heyyyyyyyy no love for me no more !?,sadness
What!?!,surprise
I really want a camera!,surprise
@mgiraudofficial  i'd give anything to be there. too bad i'm in tennessee.,sadness
i seriously neeed to study,joy
this hot day is making me tired,sadness
Seems like everyone I know is asking for computer help...   kill me now,neutral
funeral at 2.  today is going to be bad.,sadness
Is at work,neutral
tikcets are only ï¿½91...each...BUT I SO WANT TO GO,neutral
@rodcub They know no bounds.....,surprise
does not know hot twitter works,neutral
@ddlovato hey! im a fan form Puerto Rico .. can'wait for your next CD ... xoxoxoxo Come back on tour here please  !!,joy
Going to the Chiro to see what is wrong with my bum ankle.,fear
When r these DAMN exams ever gone b over and done with?  i wanna b out in the sun,sadness
@jasonmhines Rude.,neutral
Omfg.lmao.lassetti was right... those bangs did look bad.  lmao,surprise
@AdInterim Still jealous,anger
@kevholditch It's NOT good.  1 of our directors said we could go home and the other said back to work  boo! It was good while it lasted.,sadness
Pas si terrific que ï¿½a ce twitterrific,joy
My stomach hurts so bad,sadness
I dont wanna get out of bed i wanna go back to sleep.. i have to open the store at work though,sadness
@TheReal_RedBone stop that babe u makin me feel very bad now! :/,sadness
on my way to school of my last friday of high school ever!  and i don't even get to see holly Gabbie and hannah,surprise
"@JenRajpura HAHAHA, I'm going to be so disappointed that I miss this   But if you go HAVE FUN!!!",sadness
It's tough being a thick chik,neutral
i suppose i best get ready for work  grrr,sadness
Sick kid trumps advance planning.  Bummer,sadness
@Hilareeee But...but...I'm not!,surprise
unemployment office sucks,sadness
So disappointed about the talent lineup for &quot;Reventï¿½n Super Estrella 2009&quot;...hmm...Have the feeling I won't get tix this time around.,sadness
@Sweena ... so I can't charge you by the hour then?,sadness
Is hungry with a sub,neutral
"@moriagerard Won't really get a break till custody issue is settled and I've moved... another month or so, at least",sadness
"@SarfaBarfa My friend Cliff has the tix, so I have to wait on him   Or you can ask trent to just let me in.  You  know, over all else &gt;.&gt;.",sadness
It's hella itchy!  http://twitpic.com/66m7f,sadness
weekend along with the summer is here so why do I feel sad?,sadness
@cccaaasss what's wrong?,surprise
My hair looks really bad  First thing I'm doing is washing it when I get home.,sadness
@Pharriell nothing  let's stay quiet together. ps: did you cry?,sadness
So effing tired  http://bit.ly/e0ZFz,sadness
its sad that the rats are becoming aggressive against the guinea pigs. I have to seperate them.,sadness
@VINYLFREAK RE: Hulu Desktop in Windows 7 Media Center  http://bit.ly/DEc64but not on extenders unfortunately,sadness
If I were a transformer... I'd step on people just to hear them *squoosh*. But I'm not so I guess I'll just have a cup of coffee instead.,neutral
@RennaSuicide Alright...you missed one crazy party last night,sadness
"My knee fucking hurts man  Haylee doesn't even care, GET ME MORE MILKSHAKE-SHAKE-SHAKE-SHAKE IT!",sadness
Only four hours and fifteen minutes until three day packing spree!!! Ugh work,sadness
"Glorious day in Glasgow for a change, and I'm working  Too much to do to even contemplate knocking off early...",joy
@benjamin_cook you make me sad. Why do I like in canada? I can never watch these things. I should move. Know anyone who needs a roommate?,sadness
got 34/40 for exam 1... percentage doesnt look good.,sadness
Can I get some gd news for gods sake,neutral
I am doing Geography Revision on Earthquakes!  How Boring!!,sadness
ive made a terrible mistake   i need an auto save function for everything i do !,sadness
"Still unbelievably shocked about the firing of THE best radio personality, Martin Streek",surprise
@SuFiGirl35 well that's no way to start the day off !!!,fear
What a burden. Abit of a fail lunch with Dan,sadness
Jus back after watching Night at a Museum 2......would rate it 5 on 10,neutral
no please!,anger
Really fucking loved him,anger
At work I don't like today its nasty outside  can't wait to get home today and clean my house!,sadness
@hotelqueen hmm...your blog won't let me post a comment.,sadness
@BLEXXED shit i got a shit of hw to do 2nite,sadness
"Right, fuck the whole Twitter silence experiment. The last four days have been murder with the inability to mouth off",anger
@almcheese alms ur tweets r all delicious. Haha! Since its about foodddd... Anyway gatau nih aku mau pindah dr binus,joy
@andy_sims do you know of any inside scoop on a station that's anything what kwod was? there's nothing for us now,neutral
in communications class,neutral
Didn't bring connector for camera on trip...saving new photos will have to wait another week...,neutral
"hair, grow back!",anger
"Travel trade stalwart, David Steele of City Cruises marks his retirement with a Thames Cruise Party tonight - press day means I miss out",sadness
just been playin out i am all itchy now  it was fun,sadness
arriving at itexa. Lots of mails to read and some work to do  thanks god weekend is just here,surprise
@stinegirl2 thats a bad start to the day!,sadness
@seansmithsucks i would be looking forward to seeing you tonight if i was going,joy
Freaking out a bit..crossing my fingers that things will work out ok,neutral
Its so sad,sadness
@TaylaMe3 excuse me ...theres me!!!  jkidding lol...so how long b4 yr fun night out starts lol,surprise
I miss my boys,sadness
@LatinAngel9393 that is so sad. wish I can do something big for the kids. may God Bless the kids always.,sadness
@shablack I give it 2 snaps down  how's work going?,surprise
@tommcfly I'm depressed ! I want to know you and kiss you all,sadness
@trayzz ... I think I'm gonna fail aswel!,sadness
@chezmax butbutbut... it has a qwerty keyboard... how can something with a qwerty keyboard go without a nethack port!?,surprise
@mixxxonn we watched the today show(: we didnt see you though,sadness
@zenithus at least you have a next year  into the big wide world for me!,joy
shuuut up  stupid.,anger
"@operationkiwi Ooo....sounds great! hope the weather does stay nice.  re: hot water bottle, was just thinking how BAD it would be to leak",joy
Have spent half of the day troubleshooting something that wasn't even within my control. Clusters doesn't always mean high availability.,neutral
@theboycharlie ooooo sooooo wanna swap my day is well boring revising for looming uni exams,sadness
"I really, really want a golden retriever. Too bad I won't be living in a home where she could run around for about 10 years",sadness
I think i'm broke again.  :\,sadness
job hunting. yay.....,joy
I have a headache. And I have nobody to keep me company.   _wants.to.be.a.kidd.again&lt;3,sadness
@MrBillyBones Twitpic won't show me the picture,sadness
I think I may cry. I just sold my 97 civic. Its no longer mine.,sadness
I hate when you cant sleep,anger
"@aianna21 @nandiaramos Sadly not, no. They're his colleagues and it's a work party",sadness
I miss my water cuz my well went dry,sadness
@grayguitar @andrewconnell I'm starting to feel depressed with this hurricane talk... I'm on the front lines down here!,sadness
"Have to walk to school, and i have two welts on my thighs!",sadness
I wish I could go to #BEA this weekend.,sadness
"Head is pounding.  Well not really pounding, more like tapping I suppose.  Homework time.",sadness
"It's beautiful outside. The sun is shining, the birds are singing and I? I'm studying  Wish it were already vacation.",surprise
"@JonathanRKnight I wish I was there.I've just moved from San Diego to WA and I'm very depressed, I miss sunny San Diegoooooooo!!",sadness
met the shortest line ever at FCB Tunapuna... then the tellers disappeared,surprise
Dang I just realized how bad my eyes have gotten,surprise
urgh there's a power cut!!,surprise
"@runaholickassy i spent the whole day shopping with Aiza.  i don't really like shopping.  still, i had fun but my feet didn't.",sadness
@Snakecharmers It's becoming a very tough race. Linda is indeed very talented. But someone has to go every week.  We cut two this week.,sadness
"@ejhildreth I keep trying to invite @ShannonMorgan out, but I think she's afraid of me.",fear
sitting in the parking lot-by myself  i miss you baby. couple min til i gotta deal with a bitch. then i'm peacin' out and hitting the gym,sadness
just got off work.... working night shift at the hospital 12 hrs a day is starting to get to me...,surprise
why did last.fm wanted money from me to listen to my radios,surprise
i want a dog...,joy
Nightmares last night so bad I slept curled tightly in a ball. Sore all over. Took three aspirin. Still hurts.,sadness
is really wishing you would just let me go and let me fight this on my own...i'm tired of feeling like shit because of you!!!,anger
"the #liesgirlstell and #liesboystell threads show how women and men alike are screwed up and struggle to have real, honest relationships",anger
@marianawerneck o que houve?,neutral
@JSMSoftware IronPython + Windows Mobile is a no-go. Compact Framework doesn't support Reflection.Emit.,sadness
didnt do my devos...  hopefully my day doesnt suck because of it.,sadness
@JonathanRKnight   Delays/cancellations really bite. Have had my fair share and can sympathize. Hang tough!,sadness
Havnt gotten any in months  my ex seems into dating but there isn't that spark anymore  still in love with loser who left me,sadness
#flylady Oh deary me: 15 mins not enough to rescue kitchen  I shall come back to it later so I can mow the lawn while still cool outside,sadness
"@flippy10 deh, i wish the deal was up when i bought my macbook in december  but.. at least i got 100 bucks off! :]",sadness
"Gen. Casey: US Ready To Fight War Against North Korea http://tinyurl.com/nehqpb  uh,oh, the war pigs are getting excited again",surprise
watchin' a moovie...and im sited about going 2 ma friend Sara's tomorrow at 9:00 a.m. She was injured   I luv ya'll. i will keep u updated,sadness
@pistol62 Is the Bee to Busy to talk to his buddy on Yahoo?,neutral
@LayDown28 man I don't know... they been there a few months and he actually almost cries when he is speakin back to her. Sad,sadness
Back home  Had a great time!,joy
THE SUN IS SHINING&lt; THE SKY IS FACKING BLUE&lt; TELETUBBIES? I HAVE TO FUCKING WORK.,anger
"@iskrin I haven't got ANY cupcakes yet  I was hoping if I said it enough, some would appear!",surprise
"@lukeholland  I am mid-detox, I won't eat any",sadness
back to br,neutral
has work to go to.,sadness
@anaruba I need carseats,neutral
Havin a much better day today!! Finished the last Twilight book yesterday. Classes start next week!      Get at me yall!!,joy
More homework.,neutral
Getting into the swing of things. I miss someone,sadness
@Jimmers31 U so dirrrrrty... Why oh why did I pick the Hawks  I figured I needed a longshot and they were a better bet than CAR,surprise
Ughh none of my apps are working !  phone why do you hate me !,sadness
"@foxy1982 Yeah, plus I always totally overspend",sadness
contemplating borrowing one of my moms dogs just for today..i want to take care of someone.,sadness
it doesn't feel like a friday,sadness
Work...,neutral
On my way to work wish I had more days off,sadness
Hopped up out the bed put my swwwaaaaggg oooonnnn! Then got back in the bed it's raining,sadness
Thinks that my friends lifes go around with what they boyfriends do and then they have not time for us girls,neutral
@Kay26 *sigh* me miss them days !!,sadness
"@StartSwimming: I'll be in Heerlen on Sunday but you won't be there, right?",surprise
New issue of @olivemagazine in the office...desperately want to flick through but have so much to do. It'll have to wait,sadness
i got a freakin macbook!!!!! hoorayyy! but i freakin deleted phootbooth.,surprise
Strike one.    (Three and I'm out.),fear
Back to Tokyo tomorrow. Expecting some rain and no sunshine,sadness
@kngibbard03 NOOOO!!!!! I'm so sorry,sadness
"@JonathanRKnight actually, I wish I was back in Tahoe.  I miss it there.",sadness
mcdonalds mccafe tastes like chewin on a cigarette butt.  I miss my sonic card,sadness
@marvelvscapcom doesnt work already,neutral
@epiphanygirl i am so upset i didn't get tickets... 3 of my all time FAV artists at one venue,sadness
"@ RyanSeacrest : hi there might be a problem as it says no stream online, wat's not right?",surprise
thinkin twitter is really quite borin,surprise
"super late for work, and got an earful from the PSYCHOPATH. GRRRR! Day, please get better",sadness
@jojeda I'm a minute in and I want to strangle the used car salesman doing the presentation. Is he related to the ShamWOW guy?,fear
It looks like it might rain,neutral
"@stephenfry  i didn't get it. although, as it's a religious thing i think i'll let that one slip by...",surprise
I miss them..,sadness
in math class waiting for lunchhhhhhhh. seniors are done in fifteen minutes,surprise
"is upset, I left my phone at home again",sadness
WELL one is a muscle relaxant and the other is an narcotic If your still not getting help i dunno what to say  moist heat?!,neutral
@Janiro dammm..i thought i was on to something  lollllll,surprise
"@PotterEntourage I'm glad you threw the tantrum!  I was going to, but I don't know her well enough yet   Was she apologetic, darn her!?",joy
rt : @LiLi214 ughhhh got fuckin pulled over for talkin on my cell in a school zone  FUCK HIGHLAND PARK POLICE rude mofo,sadness
